TGL Business Subsegment,Anon Period,Revenue_Predicted
SSI0278424,43,12006568.0
SSI0278424,44,12788098.0
SSI0278424,45,13207733.0
SSI0278424,46,13215759.0
SSI0278424,47,13182369.0
SSI0278424,48,12907749.0
SSI0278426,43,24747630.0
SSI0278426,44,24795906.0
SSI0278426,45,24732220.0
SSI0278426,46,24713938.0
SSI0278426,47,24638900.0
SSI0278426,48,24686404.0
SSI0278428,43,75256888.0
SSI0278428,44,79415472.0
SSI0278428,45,90163120.0
SSI0278428,46,76931984.0
SSI0278428,47,81137920.0
SSI0278428,48,97656816.0
SSI0278430,43,19287756.0
SSI0278430,44,20012960.0
SSI0278430,45,19339204.0
SSI0278430,46,20270594.0
SSI0278430,47,19554578.0
SSI0278430,48,20655216.0
SSI0278432,43,2293183.0
SSI0278432,44,2370962.0
SSI0278432,45,2334840.75
SSI0278432,46,2370377.5
SSI0278432,47,2336771.5
SSI0278432,48,2423836.25
SSI0278434,43,510271.5
SSI0278434,44,499107.25
SSI0278434,45,487095.96875
SSI0278434,46,482240.75
SSI0278434,47,473077.34375
SSI0278434,48,468670.5625
SSI0278436,43,1796968.5
SSI0278436,44,1739245.75
SSI0278436,45,1650784.375
SSI0278436,46,1607968.5
SSI0278436,47,1591710.75
SSI0278436,48,1589502.5
SSI0278438,43,1015.5521240234375
SSI0278438,44,900.5930786132812
SSI0278438,45,785.0951538085938
SSI0278438,46,559.0949096679688
SSI0278438,47,393.0986633300781
SSI0278438,48,227.07595825195312
SSI0278440,43,17644942.0
SSI0278440,44,18290754.0
SSI0278440,45,18927834.0
SSI0278440,46,17553270.0
SSI0278440,47,18034490.0
SSI0278440,48,19266716.0
SSI0278442,43,11686882.0
SSI0278442,44,11698421.0
SSI0278442,45,11762428.0
SSI0278442,46,11858582.0
SSI0278442,47,11872730.0
SSI0278442,48,11841640.0
SSI0278444,43,1623196.5
SSI0278444,44,1621569.125
SSI0278444,45,1586704.5
SSI0278444,46,1590800.75
SSI0278444,47,1585932.25
SSI0278444,48,1591524.5
SSI0278446,43,25766040.0
SSI0278446,44,26411442.0
SSI0278446,45,26949052.0
SSI0278446,46,25250316.0
SSI0278446,47,26594520.0
SSI0278446,48,28444632.0
SSI0278448,43,4101603.75
SSI0278448,44,4192316.75
SSI0278448,45,4337386.0
SSI0278448,46,4261833.0
SSI0278448,47,4442868.0
SSI0278448,48,4610550.0
SSI0278450,43,341030.875
SSI0278450,44,321291.3125
SSI0278450,45,314583.8125
SSI0278450,46,315543.9375
SSI0278450,47,317659.0
SSI0278450,48,322049.125
SSI0278452,43,8660644.0
SSI0278452,44,8524491.0
SSI0278452,45,8503520.0
SSI0278452,46,8614344.0
SSI0278452,47,8592262.0
SSI0278452,48,8620126.0
SSI0278454,43,84016.25
SSI0278454,44,75168.0
SSI0278454,45,65876.765625
SSI0278454,46,54738.55859375
SSI0278454,47,45359.515625
SSI0278454,48,34867.84765625
SSI0278456,43,7722.74267578125
SSI0278456,44,7341.11474609375
SSI0278456,45,6671.30126953125
SSI0278456,46,5390.51318359375
SSI0278456,47,4163.0068359375
SSI0278456,48,3328.909423828125
SSI0278458,43,1004023.5
SSI0278458,44,1074256.875
SSI0278458,45,1284683.5
SSI0278458,46,1055562.375
SSI0278458,47,1121119.75
SSI0278458,48,1300416.25
SSI0278460,43,106655.3671875
SSI0278460,44,229585.328125
SSI0278460,45,363875.9375
SSI0278460,46,113988.546875
SSI0278460,47,122781.671875
SSI0278460,48,237986.34375
SSI0278462,43,7921441.0
SSI0278462,44,8193599.0
SSI0278462,45,7878617.5
SSI0278462,46,7748870.5
SSI0278462,47,7948532.0
SSI0278462,48,8445479.0
SSI0278464,43,465692.59375
SSI0278464,44,441749.25
SSI0278464,45,442115.75
SSI0278464,46,439073.1875
SSI0278464,47,445868.09375
SSI0278464,48,444991.125
SSI0278466,43,916299.0625
SSI0278466,44,805705.625
SSI0278466,45,692353.375
SSI0278466,46,590482.3125
SSI0278466,47,529042.9375
SSI0278466,48,466803.1875
SSI0278491,43,49941.85546875
SSI0278491,44,32652.736328125
SSI0278491,45,26412.26171875
SSI0278491,46,21869.4453125
SSI0278491,47,21151.814453125
SSI0278491,48,20899.55078125
SSI0278602,43,33242054.0
SSI0278602,44,36543956.0
SSI0278602,45,46445228.0
SSI0278602,46,34972884.0
SSI0278602,47,41535856.0
SSI0278602,48,53752048.0
SSI0278604,47,279902.875
SSI0278604,48,233443.375
SSI0278606,43,589877.0
SSI0278606,44,578316.0
SSI0278606,45,604673.5
SSI0278606,46,589006.0
SSI0278606,47,637890.5
SSI0278606,48,692406.0
SSI0278608,43,2358295.75
SSI0278608,44,2394278.75
SSI0278608,45,2471927.5
SSI0278608,46,2572182.0
SSI0278608,47,2592759.75
SSI0278608,48,2525612.75
SSI0278610,43,700933.875
SSI0278610,44,684452.6875
SSI0278610,45,563375.0625
SSI0278610,46,678692.0
SSI0278610,47,756480.625
SSI0278610,48,666625.875
SSI0278612,43,16159123.0
SSI0278612,44,16425747.0
SSI0278612,45,16666119.0
SSI0278612,46,16689643.0
SSI0278612,47,16216292.0
SSI0278612,48,16626199.0
SSI0278614,43,13394625.0
SSI0278614,44,13425580.0
SSI0278614,45,13408522.0
SSI0278614,46,13372146.0
SSI0278614,47,13434253.0
SSI0278614,48,13391082.0
SSI0278616,43,1961701.75
SSI0278616,44,1950310.5
SSI0278616,45,1941042.25
SSI0278616,46,1941971.375
SSI0278616,47,1940230.375
SSI0278616,48,1940638.0
SSI0278618,43,3635413.0
SSI0278618,44,3634726.0
SSI0278618,45,3616714.0
SSI0278618,46,3634228.0
SSI0278618,47,3652039.0
SSI0278618,48,3610003.5
SSI0278620,43,4041878.5
SSI0278620,44,4047551.5
SSI0278620,45,4032802.0
SSI0278620,46,3977036.25
SSI0278620,47,4135381.5
SSI0278620,48,4019616.25
SSI0278622,43,2073943.375
SSI0278622,44,2176209.25
SSI0278622,45,2243028.25
SSI0278622,46,2286840.0
SSI0278622,47,2363654.0
SSI0278622,48,2429075.0
SSI0278626,43,5429557.0
SSI0278626,44,5059449.0
SSI0278626,45,4682722.0
SSI0278626,46,4310177.0
SSI0278626,47,4347540.0
SSI0278626,48,3856770.0
SSI0278630,43,-80.093017578125
SSI0278630,44,26.9705810546875
SSI0278630,45,169.708251953125
SSI0278630,46,18.9417724609375
SSI0278630,47,224.0120849609375
SSI0278630,48,149.585205078125
SSI0278691,43,-72.60113525390625
SSI0278691,44,-17.9014892578125
SSI0278691,45,51.5301513671875
SSI0278691,46,-29.97479248046875
SSI0278691,47,76.236328125
SSI0278691,48,36.83221435546875
SSI02792,43,-2.5819880962371826
SSI02792,44,-2.160179853439331
SSI02792,45,-1.7937648296356201
SSI02792,46,-1.533638596534729
SSI02792,47,-1.4200680255889893
SSI02792,48,-1.3690026998519897
SSI02793,43,20630.03515625
SSI02793,44,14902.333984375
SSI02793,45,14013.927734375
SSI02793,46,9737.60546875
SSI02793,47,7020.33447265625
SSI02793,48,5234.80419921875
SSI02799,43,-488931.28125
SSI02799,44,-348118.46875
SSI02799,45,-249306.0
SSI02799,46,-232851.078125
SSI02799,47,-289303.53125
SSI02799,48,-338104.25
SSI0378115,43,51047164.0
SSI0378115,44,51037512.0
SSI0378115,45,57213664.0
SSI0378115,46,51784472.0
SSI0378115,47,57499652.0
SSI0378115,48,61038536.0
SSI0378125,43,13047319.0
SSI0378125,44,12823953.0
SSI0378125,45,12603553.0
SSI0378125,46,12576546.0
SSI0378125,47,12663979.0
SSI0378125,48,12592897.0
SSI0378135,43,17088060.0
SSI0378135,44,17061396.0
SSI0378135,45,17188750.0
SSI0378135,46,17339246.0
SSI0378135,47,17613624.0
SSI0378135,48,17943440.0
SSI0378140,43,13952452.0
SSI0378140,44,13843605.0
SSI0378140,45,13965291.0
SSI0378140,46,13858330.0
SSI0378140,47,14107405.0
SSI0378140,48,13836017.0
SSI0378145,43,23791326.0
SSI0378145,44,23686978.0
SSI0378145,45,23660836.0
SSI0378145,46,23870028.0
SSI0378145,47,23813638.0
SSI0378145,48,23810876.0
SSI0378150,43,30302532.0
SSI0378150,44,32719040.0
SSI0378150,45,31419524.0
SSI0378150,46,29421228.0
SSI0378150,47,30761284.0
SSI0378150,48,30895056.0
SSI0378170,43,67377352.0
SSI0378170,44,67274848.0
SSI0378170,45,67547648.0
SSI0378170,46,67385032.0
SSI0378170,47,66044744.0
SSI0378170,48,66847876.0
SSI0378180,43,75250224.0
SSI0378180,44,79956736.0
SSI0378180,45,75893024.0
SSI0378180,46,77285856.0
SSI0378180,47,75087856.0
SSI0378180,48,77606544.0
SSI0378185,43,50439548.0
SSI0378185,44,49859496.0
SSI0378185,45,49969892.0
SSI0378185,46,50514260.0
SSI0378185,47,50582556.0
SSI0378185,48,51057652.0
SSI0378199,43,2147746.5
SSI0378199,44,2224607.25
SSI0378199,45,2326567.0
SSI0378199,46,2417600.25
SSI0378199,47,2468712.0
SSI0378199,48,2490902.5
SSI0378210,43,72845568.0
SSI0378210,44,80619968.0
SSI0378210,45,98243896.0
SSI0378210,46,74198792.0
SSI0378210,47,87347608.0
SSI0378210,48,107669680.0
SSI0378215,43,6945678.0
SSI0378215,44,6866561.0
SSI0378215,45,6456620.0
SSI0378215,46,6109823.0
SSI0378215,47,5999999.0
SSI0378215,48,5849627.0
SSI0378218,43,32848244.0
SSI0378218,44,32566812.0
SSI0378218,45,32119188.0
SSI0378218,46,32368772.0
SSI0378218,47,31948156.0
SSI0378218,48,32384808.0
SSI0378220,43,5118619.0
SSI0378220,44,4938422.5
SSI0378220,45,4556938.0
SSI0378220,46,4402187.5
SSI0378220,47,4473338.0
SSI0378220,48,3915769.5
SSI0378230,43,28467774.0
SSI0378230,44,28448664.0
SSI0378230,45,28562484.0
SSI0378230,46,29152358.0
SSI0378230,47,28958828.0
SSI0378230,48,29215304.0
SSI0378240,43,163518464.0
SSI0378240,44,180602752.0
SSI0378240,45,183221392.0
SSI0378240,46,178664352.0
SSI0378240,47,188353184.0
SSI0378240,48,193839008.0
SSI0378250,43,69221504.0
SSI0378250,44,72443688.0
SSI0378250,45,72275992.0
SSI0378250,46,69289760.0
SSI0378250,47,70176944.0
SSI0378250,48,70018424.0
SSI0378260,43,38922792.0
SSI0378260,44,38324572.0
SSI0378260,45,37514872.0
SSI0378260,46,36920280.0
SSI0378260,47,36514816.0
SSI0378260,48,36788052.0
SSI0378270,43,161262128.0
SSI0378270,44,169138304.0
SSI0378270,45,167000672.0
SSI0378270,46,160850160.0
SSI0378270,47,166496320.0
SSI0378270,48,166753328.0
SSI0378280,43,199315200.0
SSI0378280,44,207504576.0
SSI0378280,45,202797024.0
SSI0378280,46,199250928.0
SSI0378280,47,193261408.0
SSI0378280,48,197197504.0
SSI0378285,43,165673456.0
SSI0378285,44,167648064.0
SSI0378285,45,166751344.0
SSI0378285,46,167317952.0
SSI0378285,47,164168704.0
SSI0378285,48,165357504.0
SSI0378287,43,80477616.0
SSI0378287,44,84531152.0
SSI0378287,45,92217824.0
SSI0378287,46,81216704.0
SSI0378287,47,84186976.0
SSI0378287,48,97803624.0
SSI0378289,43,597470.625
SSI0378289,44,581682.25
SSI0378289,45,556693.625
SSI0378289,46,549140.125
SSI0378289,47,542429.125
SSI0378289,48,522210.46875
SSI0378290,43,6903056.0
SSI0378290,44,6199073.0
SSI0378290,45,5619036.0
SSI0378290,46,5213312.0
SSI0378290,47,5139854.0
SSI0378290,48,4866108.0
SSI0378299,43,56588.0
SSI0378299,44,712524.0
SSI0378299,45,666768.0
SSI0378299,46,641604.0
SSI0378299,47,708580.0
SSI0378299,48,931464.0
SSI03784,43,49580384.0
SSI03784,44,56255008.0
SSI03784,45,60526024.0
SSI03784,46,54176312.0
SSI03784,47,56799180.0
SSI03784,48,71332368.0
SSI03798,43,0.0
SSI03798,44,0.0
SSI03798,45,0.0
SSI03798,46,0.0
SSI03798,47,0.0
SSI03798,48,0.0
SSI03799,43,4388554.0
SSI03799,44,5212077.0
SSI03799,45,5560821.0
SSI03799,46,4684380.0
SSI03799,47,4887212.0
SSI03799,48,5720874.5
SSI04781,43,23558030.0
SSI04781,44,23838906.0
SSI04781,45,23320668.0
SSI04781,46,23397340.0
SSI04781,47,22899048.0
SSI04781,48,23483414.0
SSI0478110,43,312294112.0
SSI0478110,44,307229408.0
SSI0478110,45,304164352.0
SSI0478110,46,306077408.0
SSI0478110,47,305458368.0
SSI0478110,48,306156000.0
SSI0478120,43,1557941.5
SSI0478120,44,1546412.625
SSI0478120,45,1525545.375
SSI0478120,46,1525863.25
SSI0478120,47,1514223.75
SSI0478120,48,1513757.375
SSI0478130,43,168661280.0
SSI0478130,44,169692928.0
SSI0478130,45,169328496.0
SSI0478130,46,170006976.0
SSI0478130,47,168136160.0
SSI0478130,48,168079568.0
SSI0478140,43,179618432.0
SSI0478140,44,179305696.0
SSI0478140,45,179858704.0
SSI0478140,46,182954752.0
SSI0478140,47,185707472.0
SSI0478140,48,186381888.0
SSI0478150,43,385280608.0
SSI0478150,44,384843552.0
SSI0478150,45,380249888.0
SSI0478150,46,382844192.0
SSI0478150,47,380272000.0
SSI0478150,48,381686080.0
SSI0478199,43,-20136.0
SSI0478199,44,362734.0
SSI0478199,45,350418.0
SSI0478199,46,299074.0
SSI0478199,47,338072.0
SSI0478199,48,362330.0
SSI0478310,43,272231200.0
SSI0478310,44,278198560.0
SSI0478310,45,275648320.0
SSI0478310,46,278646976.0
SSI0478310,47,281006912.0
SSI0478310,48,283473600.0
SSI0478410,43,9076566.0
SSI0478410,44,9113725.0
SSI0478410,45,9059822.0
SSI0478410,46,9061565.0
SSI0478410,47,9015028.0
SSI0478410,48,9082521.0
SSI0478420,43,7837693.0
SSI0478420,44,7696107.0
SSI0478420,45,7485279.0
SSI0478420,46,7597744.0
SSI0478420,47,7580196.0
SSI0478420,48,7605384.5
SSI04799,43,3208039.25
SSI04799,44,3197227.25
SSI04799,45,3899861.5
SSI04799,46,3349104.75
SSI04799,47,3516242.0
SSI04799,48,3926425.5
SSI07081,43,0.0
SSI07081,44,0.0
SSI07081,45,0.0
SSI07081,46,0.0
SSI07081,47,0.0
SSI07081,48,0.0
SSI0708110,43,6579851.5
SSI0708110,44,7104073.0
SSI0708110,45,7423572.0
SSI0708110,46,7090344.5
SSI0708110,47,7080665.0
SSI0708110,48,8698860.0
SSI0708120,43,11247276.0
SSI0708120,44,11478184.0
SSI0708120,45,15763074.0
SSI0708120,46,11154018.0
SSI0708120,47,12431921.0
SSI0708120,48,13544065.0
SSI0708140,43,11915906.0
SSI0708140,44,13830582.0
SSI0708140,45,14562812.0
SSI0708140,46,11919225.0
SSI0708140,47,13841458.0
SSI0708140,48,15676897.0
SSI0708150,43,43761.5
SSI0708150,44,58169.34375
SSI0708150,45,57876.03125
SSI0708150,46,54121.15625
SSI0708150,47,58446.90625
SSI0708150,48,67715.53125
SSI0708160,43,1779834.25
SSI0708160,44,2170307.0
SSI0708160,45,2453475.5
SSI0708160,46,1664574.5
SSI0708160,47,1970475.375
SSI0708160,48,2612147.5
SSI0708170,43,153361.921875
SSI0708170,44,104618.8828125
SSI0708170,45,415737.1875
SSI0708170,46,196212.9375
SSI0708170,47,158168.34375
SSI0708170,48,308254.125
SSI0708199,45,375988.5625
SSI0708199,48,415938.59375
SSI0708210,43,11477390.0
SSI0708210,44,12553547.0
SSI0708210,45,11779510.0
SSI0708210,46,12321523.0
SSI0708210,47,12019323.0
SSI0708210,48,12723297.0
SSI0708220,43,17932474.0
SSI0708220,44,18445838.0
SSI0708220,45,21272014.0
SSI0708220,46,16688046.0
SSI0708220,47,19831202.0
SSI0708220,48,22959908.0
SSI0708230,43,2178867.75
SSI0708230,44,1879184.75
SSI0708230,45,1900085.25
SSI0708230,46,1737387.75
SSI0708230,47,1681481.25
SSI0708230,48,1629439.5
SSI0708310,43,7798809.0
SSI0708310,44,7733061.5
SSI0708310,45,7528076.0
SSI0708310,46,7477261.5
SSI0708310,47,7352014.0
SSI0708310,48,7490585.0
